"time","down.sawtooth","up.sawtooth"
12.462,0.8880000013350901,0.01800000036013589
12.464,0.8860000013350894,0.01600000036013522
12.466,0.8840000013350905,0.01400000036013633
12.468,0.8820000013350898,0.01200000036013565
12.47,0.8800000013350892,0.01000000036013499
12.472,0.8780000013350903,0.008000000360136095
12.474,0.8760000013350896,0.006000000360135427
12.476,0.8740000013350889,0.004000000360134759
12.478,0.87200000133509,0.002000000360135867
12.48000000000001,0.8700000013350805,3.601263176555847e-10
12.48000000000001,0.8700000013350805,3.601263176555847e-10
12.482,0.8680000013350904,-0.001999999639863789
12.484,0.8660000013350898,-0.003999999639864358
12.486,0.8640000013350894,-0.00599999963986483
12.488,0.8620000013350905,-0.007999999639863722
12.49,0.8600000013350898,-0.00999999963986439
12.492,0.8580000013350896,-0.01199999963986467
12.494,0.8560000013350907,-0.01399999963986356
12.496,0.85400000133509,-0.01599999963986422
12.498,0.8520000013350911,-0.01799999963986312
12.5,0.8500000013350905,-0.01999999963986378
12.502,0.8480000013350906,-0.02199999963986367
12.504,0.8460000013350917,-0.02399999963986256
12.506,0.844000001335091,-0.02599999963986323
12.508,0.8420000013350921,-0.02799999963986212
12.51,0.8400000013350915,-0.02999999963986279
12.512,0.8380000013350908,-0.03199999963986346
12.514,0.8360000013350919,-0.03399999963986235
12.516,0.8340000013350912,-0.03599999963986301
12.518,0.8320000013350906,-0.03799999963986368
12.52,0.8300000013350917,-0.03999999963986257
12.522,0.8280000013350908,-0.04199999963986345
12.524,0.8260000013350919,-0.04399999963986234
12.526,0.8240000013350912,-0.04599999963986301
12.528,0.8220000013350905,-0.04799999963986368
12.53,0.8200000013350917,-0.04999999963986257
12.532,0.818000001335091,-0.05199999963986324
12.534,0.8160000013350903,-0.0539999996398639
12.536,0.8140000013350914,-0.0559999996398628
12.538,0.8120000013350908,-0.05799999963986346
12.54,0.8100000013350919,-0.05999999963986236
12.542,0.8080000013350912,-0.06199999963986302
12.544,0.8060000013350905,-0.06399999963986369
12.546,0.8040000013350916,-0.06599999963986258
12.548,0.802000001335091,-0.06799999963986325
12.55,0.8000000013350903,-0.06999999963986392
12.55000000014015,0.8000000011949429,-0.06999999978001137
12.55000000014015,0.8000000011949429,-0.06999999978001137
12.552,0.7980000013350913,-0.07199999963986291
12.554,0.7960000013350903,-0.07399999963986395
12.556,0.7940000013350906,-0.07599999963986361
12.558,0.79200000133509,-0.07799999963986427
12.56,0.7900000013350893,-0.07999999963986494
12.562,0.7880000013350906,-0.08199999963986357
12.564,0.78600000133509,-0.08399999963986424
12.566,0.7840000013350893,-0.0859999996398649
12.568,0.7820000013350904,-0.0879999996398638
12.57,0.7800000013350897,-0.08999999963986446
12.572,0.7780000013350914,-0.09199999963986283
12.574,0.7760000013350907,-0.0939999996398635
12.576,0.7740000013350901,-0.09599999963986416
12.578,0.7720000013350912,-0.09799999963986306
12.58,0.7700000013350905,-0.09999999963986372
12.582,0.7680000013350898,-0.1019999996398644
12.584,0.7660000013350909,-0.1039999996398633
12.586,0.7640000013350903,-0.105999999639864
12.588,0.7620000013350914,-0.1079999996398628
12.59,0.7600000013350907,-0.1099999996398635
12.592,0.75800000133509,-0.1119999996398642
12.594,0.7560000013350904,-0.1139999996398638
12.596,0.7540000013350897,-0.1159999996398645
12.598,0.752000001335089,-0.1179999996398651
12.6,0.7500000013350901,-0.119999999639864
12.602,0.7480000013350895,-0.1219999996398647
12.604,0.7460000013350906,-0.1239999996398636
12.606,0.7440000013350899,-0.1259999996398642
12.608,0.7420000013350893,-0.1279999996398649
12.61,0.7400000013350904,-0.1299999996398638
12.612,0.7380000013350897,-0.1319999996398645
12.614,0.736000001335089,-0.1339999996398651
12.616,0.7340000013350901,-0.135999999639864
12.618,0.7320000013350895,-0.1379999996398647
12.62,0.7300000013350906,-0.1399999996398636
12.622,0.7280000013350899,-0.1419999996398643
12.624,0.7260000013350892,-0.1439999996398649
12.626,0.7240000013350903,-0.1459999996398638
12.628,0.7220000013350897,-0.1479999996398645
12.63,0.720000001335089,-0.1499999996398652
12.632,0.7180000013350901,-0.151999999639864
12.634,0.7160000013350895,-0.1539999996398647
12.636,0.7140000013350909,-0.1559999996398633
12.638,0.7120000013350902,-0.1579999996398639
12.64,0.7100000013350896,-0.1599999996398646
12.642,0.7080000013350907,-0.1619999996398635
12.644,0.70600000133509,-0.1639999996398642
12.646,0.7040000013350893,-0.1659999996398648
12.648,0.7020000013350904,-0.1679999996398637
12.65,0.7000000013350898,-0.1699999996398644
12.652,0.6980000013350909,-0.1719999996398633
12.654,0.6960000013350902,-0.173999999639864
12.656,0.6940000013350895,-0.1759999996398646
12.658,0.6920000013350907,-0.1779999996398635
12.66,0.69000000133509,-0.1799999996398642
12.662,0.6880000013350893,-0.1819999996398649
12.664,0.6860000013350904,-0.1839999996398637
12.666,0.6840000013350898,-0.1859999996398644
12.668,0.6820000013350909,-0.1879999996398633
12.67,0.6800000013350902,-0.189999999639864
12.672,0.6780000013350895,-0.1919999996398646
12.674,0.6760000013350906,-0.1939999996398635
12.676,0.67400000133509,-0.1959999996398642
12.678,0.6720000013350893,-0.1979999996398649
12.68,0.6700000013350904,-0.1999999996398638
12.682,0.6680000013350897,-0.2019999996398644
12.684,0.6660000013350909,-0.2039999996398633
12.686,0.6640000013350902,-0.205999999639864
12.688,0.6620000013350895,-0.2079999996398647
12.69,0.6600000013350906,-0.2099999996398635
12.692,0.65800000133509,-0.2119999996398642
12.694,0.6560000013350893,-0.2139999996398649
12.696,0.6540000013350904,-0.2159999996398638
12.698,0.6520000013350897,-0.2179999996398644
12.7,0.6500000013350908,-0.2199999996398633
12.702,0.6480000013350902,-0.221999999639864
12.704,0.6460000013350895,-0.2239999996398647
12.706,0.6440000013350906,-0.2259999996398636
12.708,0.6420000013350899,-0.2279999996398642
12.71,0.6400000013350893,-0.2299999996398649
12.712,0.6380000013350904,-0.2319999996398638
12.714,0.6360000013350897,-0.2339999996398645
12.716,0.6340000013350908,-0.2359999996398633
12.718,0.6320000013350902,-0.237999999639864
12.72000000000001,0.6300000013350806,-0.2399999996398736
12.72000000000001,0.6300000013350806,-0.2399999996398736
12.722,0.6280000013350896,-0.2419999996398645
12.724,0.6260000013350893,-0.2439999996398649
12.726,0.6240000013350893,-0.2459999996398649
12.728,0.6220000013350904,-0.2479999996398637
12.73,0.6200000013350897,-0.2499999996398644
12.732,0.6180000013350904,-0.2519999996398637
12.734,0.6160000013350897,-0.2539999996398644
12.736,0.614000001335089,-0.2559999996398651
12.738,0.6120000013350901,-0.257999999639864
12.74,0.6100000013350895,-0.2599999996398646
12.742,0.6080000013350888,-0.2619999996398653
12.744,0.6060000013350908,-0.2639999996398634
12.746,0.6040000013350901,-0.265999999639864
12.748,0.6020000013350912,-0.2679999996398629
12.75,0.6000000013350906,-0.2699999996398636
12.752,0.5980000013350899,-0.2719999996398643
12.754,0.596000001335091,-0.2739999996398632
12.756,0.5940000013350903,-0.2759999996398638
12.758,0.5920000013350915,-0.2779999996398627
12.76,0.5900000013350926,-0.2799999996398616
12.76,0.5900000013350926,-0.2799999996398616
12.76,0.5900000013350908,-0.2799999996398634
12.762,0.5880000013350932,-0.281999999639861
12.764,0.586000001335094,-0.2839999996398602
12.766,0.5840000013350928,-0.2859999996398614
12.768,0.5820000013350921,-0.2879999996398621
12.77,0.5800000013350932,-0.289999999639861
12.772,0.5780000013350932,-0.291999999639861
12.774,0.5760000013350943,-0.2939999996398599
12.776,0.5740000013350937,-0.2959999996398606
12.778,0.572000001335093,-0.2979999996398612
12.78,0.5700000013350941,-0.2999999996398601
12.782,0.5680000013350934,-0.3019999996398608
12.784,0.5660000013350922,-0.303999999639862
12.786,0.5640000013350933,-0.3059999996398609
12.788,0.5620000013350926,-0.3079999996398615
12.79,0.5600000013350938,-0.3099999996398604
12.792,0.5580000013350931,-0.3119999996398611
12.794,0.5560000013350924,-0.3139999996398617
12.796,0.5540000013350935,-0.3159999996398606
12.798,0.5520000013350929,-0.3179999996398613
12.8,0.5500000013350922,-0.319999999639862
12.802,0.5480000013350933,-0.3219999996398609
12.804,0.5460000013350926,-0.3239999996398615
12.806,0.5440000013350937,-0.3259999996398604
12.808,0.5420000013350939,-0.3279999996398603
12.81,0.5400000013350932,-0.329999999639861
12.812,0.5380000013350943,-0.3319999996398599
12.814,0.5360000013350936,-0.3339999996398605
12.816,0.534000001335093,-0.3359999996398612
12.818,0.5320000013350941,-0.3379999996398601
12.82,0.5300000013350934,-0.3399999996398608
12.822,0.5280000013350945,-0.3419999996398597
12.824,0.5260000013350938,-0.3439999996398603
12.826,0.5240000013350932,-0.345999999639861
12.828,0.5220000013350943,-0.3479999996398599
12.83,0.5200000013350936,-0.3499999996398606
12.832,0.5180000013350929,-0.3519999996398612
12.834,0.516000001335094,-0.3539999996398601
12.836,0.5140000013350934,-0.3559999996398608
12.838,0.5120000013350945,-0.3579999996398597
12.84,0.5100000013350938,-0.3599999996398603
12.842,0.5080000013350932,-0.361999999639861
12.844,0.5060000013350943,-0.3639999996398599
12.846,0.5040000013350936,-0.3659999996398606
12.848,0.5020000013350929,-0.3679999996398612
12.85,0.500000001335094,-0.3699999996398601
12.852,0.4980000013350934,-0.3719999996398608
12.854,0.4960000013350945,-0.3739999996398597
12.856,0.4940000013350936,-0.3759999996398606
12.858,0.4920000013350929,-0.3779999996398613
12.86,0.490000001335094,-0.3799999996398602
12.862,0.4880000013350934,-0.3819999996398609
12.864,0.4860000013350927,-0.3839999996398615
12.866,0.4840000013350938,-0.3859999996398604
12.868,0.4820000013350931,-0.3879999996398611
12.87,0.4800000013350942,-0.38999999963986
12.872,0.4780000013350936,-0.3919999996398607
12.874,0.4760000013350929,-0.3939999996398613
12.876,0.474000001335094,-0.3959999996398602
12.878,0.4720000013350933,-0.3979999996398609
12.88,0.4700000013350927,-0.3999999996398615
12.882,0.4680000013350938,-0.4019999996398604
12.884,0.4660000013350931,-0.4039999996398611
12.886,0.4640000013350942,-0.40599999963986
12.888,0.4620000013350936,-0.4079999996398607
12.89,0.4600000013350929,-0.4099999996398613
12.892,0.458000001335094,-0.4119999996398602
12.894,0.4560000013350933,-0.4139999996398609
12.896,0.4540000013350927,-0.4159999996398616
12.898,0.4520000013350938,-0.4179999996398605
12.9,0.4500000013350931,-0.4199999996398611
12.902,0.4480000013350942,-0.42199999963986
12.904,0.4460000013350935,-0.4239999996398607
12.906,0.4440000013350929,-0.4259999996398613
12.908,0.442000001335094,-0.4279999996398602
12.91,0.4400000013350933,-0.4299999996398609
12.912,0.4380000013350926,-0.4319999996398616
12.914,0.4360000013350938,-0.4339999996398605
12.916,0.4340000013350931,-0.4359999996398611
12.918,0.4320000013350942,-0.43799999963986
12.92,0.4300000013350935,-0.4399999996398607
12.922,0.4280000013350929,-0.4419999996398614
12.924,0.426000001335094,-0.4439999996398603
12.926,0.4240000013350933,-0.4459999996398609
12.928,0.4220000013350926,-0.4479999996398616
12.93,0.4200000013350937,-0.4499999996398605
12.932,0.4180000013350931,-0.4519999996398611
12.934,0.4160000013350942,-0.45399999963986
12.936,0.4140000013350935,-0.4559999996398607
12.938,0.4120000013350928,-0.4579999996398614
12.94,0.410000001335094,-0.4599999996398603
12.942,0.4080000013350933,-0.4619999996398609
12.944,0.4060000013350926,-0.4639999996398616
12.946,0.4040000013350937,-0.4659999996398605
12.948,0.4020000013350931,-0.4679999996398612
12.95,0.4000000013350937,-0.4699999996398605
12.952,0.398000001335093,-0.4719999996398612
12.954,0.3960000013350923,-0.4739999996398618
12.956,0.3940000013350934,-0.4759999996398607
12.958,0.3920000013350928,-0.4779999996398614
12.96000000000001,0.3900000013350832,-0.4799999996398709
12.96000000000001,0.3900000013350832,-0.4799999996398709
12.962,0.3880000013350934,-0.4819999996398607
12.964,0.3860000013350925,-0.4839999996398617
12.966,0.3840000013350936,-0.4859999996398606
12.968,0.3820000013350924,-0.4879999996398618
12.97,0.3800000013350917,-0.4899999996398625
12.972,0.3780000013350928,-0.4919999996398614
12.974,0.3760000013350928,-0.4939999996398614
12.976,0.3740000013350921,-0.4959999996398621
12.978,0.3720000013350932,-0.497999999639861
12.98,0.3700000013350925,-0.4999999996398616
12.982,0.3680000013350936,-0.5019999996398605
12.984,0.366000001335093,-0.5039999996398612
12.986,0.3640000013350917,-0.5059999996398624
12.988,0.3620000013350929,-0.5079999996398613
12.99,0.3600000013350922,-0.509999999639862
12.992,0.3580000013350915,-0.5119999996398626
12.994,0.3560000013350926,-0.5139999996398615
12.996,0.354000001335092,-0.5159999996398622
12.998,0.3520000013350931,-0.5179999996398611
13,0.3500000013350924,-0.5199999996398618
13.002,0.3480000013350917,-0.5219999996398624
13.004,0.3460000013350928,-0.5239999996398613
13.006,0.3440000013350922,-0.525999999639862
13.008,0.3420000013350933,-0.5279999996398609
13.01,0.3400000013350933,-0.5299999996398609
13.012,0.3380000013350926,-0.5319999996398616
13.014,0.3360000013350937,-0.5339999996398604
13.016,0.3340000013350931,-0.5359999996398611
13.018,0.3320000013350924,-0.5379999996398618
13.02,0.3300000013350935,-0.5399999996398607
13.022,0.3280000013350928,-0.5419999996398613
13.024,0.3260000013350939,-0.5439999996398602
13.026,0.3240000013350933,-0.5459999996398609
13.028,0.3220000013350926,-0.5479999996398616
13.03,0.3200000013350937,-0.5499999996398605
13.032,0.318000001335093,-0.5519999996398611
13.034,0.3160000013350924,-0.5539999996398618
13.036,0.3140000013350935,-0.5559999996398607
13.038,0.3120000013350928,-0.5579999996398614
13.04,0.3100000013350939,-0.5599999996398602
13.042,0.3080000013350933,-0.5619999996398609
13.044,0.3060000013350926,-0.5639999996398616
13.046,0.3040000013350937,-0.5659999996398605
13.048,0.302000001335093,-0.5679999996398611
13.05,0.3000000013350924,-0.5699999996398618
13.05000000018014,0.300000001154952,-0.5699999998200022
13.05000000018014,0.300000001154952,1
13.052,0.2980000013350929,0.9980000001801408
13.054,0.296000001335093,0.996000000180141
13.056,0.2940000013350941,0.994000000180142
13.058,0.2920000013350934,0.9920000001801413
13.06,0.2900000013350926,0.9900000001801406
13.062,0.2880000013350937,0.9880000001801417
13.064,0.2860000013350931,0.986000000180141
13.066,0.2840000013350924,0.9840000001801403
13.068,0.2820000013350935,0.9820000001801414
13.07,0.2800000013350926,0.9800000001801406
13.072,0.2780000013350937,0.9780000001801417
13.074,0.2760000013350931,0.976000000180141
13.076,0.2740000013350924,0.9740000001801403
13.078,0.2720000013350935,0.9720000001801414
13.08,0.2700000013350928,0.9700000001801408
13.082,0.2680000013350922,0.9680000001801401
13.084,0.2660000013350933,0.9660000001801412
13.086,0.2640000013350926,0.9640000001801405
13.088,0.2620000013350937,0.9620000001801416
13.09,0.2600000013350925,0.9600000001801405
13.092,0.2580000013350919,0.9580000001801399
13.094,0.256000001335093,0.956000000180141
13.096,0.2540000013350923,0.9540000001801403
13.098,0.2520000013350917,0.9520000001801396
13.1,0.2500000013350928,0.9500000001801407
13.102,0.2480000013350921,0.9480000001801401
13.104,0.2460000013350932,0.9460000001801412
13.106,0.2440000013350925,0.9440000001801405
13.108,0.2420000013350919,0.9420000001801399
13.11,0.240000001335093,0.940000000180141
13.112,0.2380000013350923,0.9380000001801403
13.114,0.2360000013350916,0.9360000001801396
13.116,0.2340000013350927,0.9340000001801407
13.118,0.2320000013350921,0.9320000001801401
13.12,0.2300000013350932,0.9300000001801412
13.122,0.2280000013350925,0.9280000001801405
13.124,0.2260000013350918,0.9260000001801398
13.126,0.224000001335093,0.9240000001801409
13.128,0.2220000013350923,0.9220000001801403
13.13,0.2200000013350924,0.9200000001801404
13.132,0.2180000013350935,0.9180000001801415
13.134,0.2160000013350928,0.9160000001801408
13.136,0.2140000013350939,0.9140000001801419
13.138,0.2120000013350933,0.9120000001801413
13.14,0.2100000013350926,0.9100000001801406
13.142,0.2080000013350937,0.9080000001801417
13.144,0.2060000013350931,0.906000000180141
13.146,0.2040000013350924,0.9040000001801404
13.148,0.2020000013350935,0.9020000001801415
13.15,0.2000000013350928,0.9000000001801408
13.152,0.1980000013350939,0.8980000001801419
13.154,0.1960000013350933,0.8960000001801413
13.156,0.1940000013350926,0.8940000001801406
13.158,0.1920000013350937,0.8920000001801417
13.16,0.190000001335093,0.890000000180141
13.162,0.1880000013350924,0.8880000001801404
13.164,0.1860000013350935,0.8860000001801415
13.166,0.1840000013350928,0.8840000001801408
13.168,0.1820000013350939,0.8820000001801419
13.17,0.1800000013350933,0.8800000001801412
13.172,0.1780000013350926,0.8780000001801406
13.174,0.1760000013350937,0.8760000001801417
13.176,0.174000001335093,0.874000000180141
13.178,0.1720000013350924,0.8720000001801403
13.18,0.1700000013350935,0.8700000001801415
13.182,0.1680000013350928,0.8680000001801408
13.184,0.1660000013350939,0.8660000001801419
13.186,0.1640000013350932,0.8640000001801412
13.188,0.1620000013350926,0.8620000001801406
13.19,0.1600000013350937,0.8600000001801417
13.192,0.158000001335093,0.858000000180141
13.194,0.1560000013350923,0.8560000001801403
13.196,0.1540000013350935,0.8540000001801414
13.198,0.1520000013350928,0.8520000001801408
13.2,0.1500000013350957,0.8500000001801437
13.2,0.1500000013350957,0.8500000001801437
13.20000000000001,0.1500000013350832,0.8500000001801312
13.20000000000001,0.1500000013350832,0.8500000001801312
13.202,0.1480000013350941,0.8480000001801422
13.204,0.1460000013350934,0.8460000001801414
13.206,0.1440000013350943,0.8440000001801423
13.208,0.1420000013350936,0.8420000001801417
13.21,0.140000001335093,0.840000000180141
13.212,0.1380000013350937,0.8380000001801418
13.214,0.136000001335093,0.8360000001801411
13.216,0.1340000013350942,0.8340000001801422
13.218,0.1320000013350935,0.8320000001801415
13.22,0.1300000013350928,0.8300000001801409
13.222,0.1280000013350932,0.8280000001801412
13.224,0.1260000013350925,0.8260000001801405
13.226,0.1240000013350918,0.8240000001801399
13.228,0.122000001335093,0.822000000180141
13.23,0.1200000013350923,0.8200000001801403
13.232,0.1180000013350934,0.8180000001801414
13.234,0.1160000013350927,0.8160000001801407
13.236,0.1140000013350921,0.8140000001801401
13.238,0.1120000013350932,0.8120000001801412
13.24,0.1100000013350925,0.8100000001801405
13.242,0.1080000013350921,0.8080000001801402
13.244,0.1060000013350932,0.8060000001801413
13.246,0.1040000013350925,0.8040000001801406
13.248,0.1020000013350937,0.8020000001801417
13.25,0.100000001335093,0.8000000001801411
13.2500000016052,0.09999999972988813,0.7999999985749362
13.2500000016052,1,0.7999999985749362
13.252,0.998000001605205,0.7980000001801412
13.254,0.9960000016052054,0.7960000001801416
13.256,0.9940000016052047,0.7940000001801409
13.258,0.9920000016052063,0.7920000001801425
13.26,0.9900000016052056,0.7900000001801418
13.262,0.988000001605205,0.7880000001801412
13.264,0.9860000016052053,0.7860000001801415
13.266,0.9840000016052046,0.7840000001801408
13.268,0.982000001605204,0.7820000001801402
13.27,0.9800000016052051,0.7800000001801413
13.272,0.9780000016052044,0.7780000001801406
13.274,0.9760000016052055,0.7760000001801417
13.276,0.9740000016052049,0.7740000001801411
13.278,0.9720000016052043,0.7720000001801405
13.28,0.9700000016052054,0.7700000001801416
13.282,0.9680000016052047,0.7680000001801409
13.284,0.9660000016052041,0.7660000001801403
13.286,0.9640000016052052,0.7640000001801414
13.288,0.9620000016052045,0.7620000001801407
13.29,0.9600000016052056,0.7600000001801418
13.292,0.9580000016052049,0.7580000001801411
13.294,0.9560000016052043,0.7560000001801405
13.296,0.9540000016052054,0.7540000001801416
13.298,0.9520000016052047,0.7520000001801409
13.3,0.9500000016052044,0.7500000001801406
13.302,0.9480000016052055,0.7480000001801417
13.304,0.9460000016052048,0.746000000180141
13.306,0.9440000016052059,0.7440000001801421
13.308,0.9420000016052053,0.7420000001801415
13.31,0.9400000016052046,0.7400000001801408
13.312,0.9380000016052057,0.7380000001801419
13.314,0.936000001605205,0.7360000001801412
13.316,0.9340000016052044,0.7340000001801406
13.318,0.9320000016052055,0.7320000001801417
13.32,0.9300000016052048,0.730000000180141
13.322,0.9280000016052059,0.7280000001801421
13.324,0.9260000016052052,0.7260000001801414
13.326,0.9240000016052046,0.7240000001801408
13.328,0.9220000016052057,0.7220000001801419
13.33,0.920000001605205,0.7200000001801412
13.332,0.9180000016052043,0.7180000001801405
13.334,0.9160000016052054,0.7160000001801416
13.336,0.9140000016052048,0.714000000180141
13.338,0.9120000016052059,0.7120000001801421
13.34,0.9100000016052052,0.7100000001801414
13.342,0.9080000016052046,0.7080000001801408
13.344,0.9060000016052057,0.7060000001801419
13.346,0.904000001605205,0.7040000001801412
13.348,0.902000001605205,0.7020000001801412
13.35,0.9000000016052061,0.7000000001801423
13.352,0.8980000016052054,0.6980000001801416
13.354,0.8960000016052065,0.6960000001801427
13.356,0.8940000016052059,0.6940000001801421
13.358,0.8920000016052052,0.6920000001801414
13.36,0.8900000016052063,0.6900000001801425
13.362,0.8880000016052056,0.6880000001801418
13.364,0.886000001605205,0.6860000001801412
13.366,0.8840000016052061,0.6840000001801423
13.368,0.8820000016052054,0.6820000001801416
13.37,0.8800000016052065,0.6800000001801427
13.372,0.8780000016052059,0.6780000001801421
13.374,0.8760000016052052,0.6760000001801414
13.376,0.8740000016052063,0.6740000001801425
13.378,0.8720000016052056,0.6720000001801418
13.38,0.870000001605205,0.6700000001801412
13.382,0.8680000016052061,0.6680000001801423
13.384,0.8660000016052054,0.6660000001801416
13.386,0.8640000016052065,0.6640000001801427
13.388,0.8620000016052058,0.662000000180142
13.39,0.8600000016052052,0.6600000001801414
13.392,0.8580000016052063,0.6580000001801425
13.394,0.8560000016052056,0.6560000001801418
13.396,0.854000001605205,0.6540000001801411
13.398,0.8520000016052061,0.6520000001801423
13.4,0.8500000016052054,0.6500000001801416
13.402,0.8480000016052065,0.6480000001801427
13.404,0.8460000016052058,0.646000000180142
13.406,0.8440000016052052,0.6440000001801414
13.408,0.8420000016052063,0.6420000001801425
13.41,0.8400000016052056,0.6400000001801418
13.412,0.8380000016052049,0.6380000001801411
13.414,0.836000001605206,0.6360000001801422
13.416,0.8340000016052054,0.6340000001801416
13.418,0.8320000016052065,0.6320000001801427
13.42,0.8300000016052058,0.630000000180142
13.422,0.8280000016052051,0.6280000001801413
13.424,0.8260000016052063,0.6260000001801425
13.426,0.8240000016052056,0.6240000001801418
13.428,0.8220000016052049,0.6220000001801411
13.43,0.820000001605206,0.6200000001801422
13.432,0.8180000016052054,0.6180000001801416
13.434,0.8160000016052065,0.6160000001801427
13.436,0.8140000016052058,0.614000000180142
13.438,0.8120000016052051,0.6120000001801413
13.44000000000001,0.8100000016051956,0.6100000001801318
13.44000000000001,0.8100000016051956,0.6100000001801318
13.442,0.8080000016052058,0.608000000180142
13.444,0.8060000016052045,0.6060000001801407
13.446,0.8040000016052056,0.6040000001801418
13.448,0.8020000016052053,0.6020000001801415
13.45,0.8000000016052065,0.6000000001801427
13.45000000032015,0.8000000012850537,0.5999999998599899
13.45000000032015,0.8000000012850537,0.5999999998599899
13.452,0.7980000016052047,0.5980000001801409
13.454,0.7960000016052046,0.5960000001801408
13.456,0.7940000016052057,0.5940000001801419
13.458,0.7920000016052043,0.5920000001801405
13.46,0.7900000016052037,0.5900000001801399
13.462,0.7880000016052048,0.588000000180141
13.464,0.7860000016052046,0.5860000001801408
13.466,0.7840000016052057,0.5840000001801419
13.468,0.782000001605205,0.5820000001801412
13.47,0.7800000016052043,0.5800000001801405
13.472,0.7780000016052054,0.5780000001801416
13.474,0.7760000016052048,0.576000000180141
13.476,0.774000001605205,0.5740000001801412
13.478,0.7720000016052061,0.5720000001801423
13.48,0.7700000016052054,0.5700000001801416
13.482,0.7680000016052065,0.5680000001801427
13.484,0.7660000016052059,0.5660000001801421
13.486,0.7640000016052052,0.5640000001801414
13.488,0.7620000016052063,0.5620000001801425
13.49,0.7600000016052056,0.5600000001801418
13.492,0.758000001605205,0.5580000001801412
13.494,0.7560000016052061,0.5560000001801423
13.496,0.7540000016052054,0.5540000001801416
13.498,0.7520000016052065,0.5520000001801427
13.5,0.7500000016052075,0.5500000001801437
13.5,0.7500000016052075,0.5500000001801437
13.5,0.7500000016052057,0.5500000001801419
13.502,0.7480000016052061,0.5480000001801423
13.504,0.7460000016052073,0.5460000001801435
13.506,0.744000001605207,0.5440000001801432
13.508,0.7420000016052081,0.5420000001801443
13.51,0.7400000016052074,0.5400000001801436
13.512,0.7380000016052074,0.5380000001801436
13.514,0.7360000016052085,0.5360000001801447
13.516,0.7340000016052078,0.534000000180144
13.518,0.7320000016052072,0.5320000001801434
13.52,0.7300000016052083,0.5300000001801445
13.522,0.7280000016052072,0.5280000001801434
13.524,0.7260000016052083,0.5260000001801445
13.526,0.7240000016052076,0.5240000001801438
13.528,0.7220000016052069,0.5220000001801431
13.53,0.7200000016052081,0.5200000001801443
13.532,0.7180000016052074,0.5180000001801436
13.534,0.7160000016052067,0.5160000001801429
13.536,0.7140000016052078,0.514000000180144
13.538,0.7120000016052072,0.5120000001801434
13.54,0.7100000016052083,0.5100000001801445
13.542,0.7080000016052085,0.5080000001801447
13.544,0.7060000016052078,0.506000000180144
13.546,0.7040000016052089,0.5040000001801451
13.548,0.7020000016052083,0.5020000001801445
13.55,0.7000000016052076,0.5000000001801438
13.552,0.6980000016052087,0.4980000001801449
13.554,0.696000001605208,0.4960000001801442
13.556,0.6940000016052091,0.4940000001801453
13.558,0.6920000016052085,0.4920000001801447
13.56,0.6900000016052078,0.490000000180144
13.562,0.6880000016052089,0.4880000001801451
13.564,0.6860000016052082,0.4860000001801444
13.566,0.6840000016052076,0.4840000001801438
13.568,0.6820000016052087,0.4820000001801449
13.57,0.680000001605208,0.4800000001801442
13.572,0.6780000016052091,0.4780000001801453
13.574,0.6760000016052085,0.4760000001801447
13.576,0.6740000016052078,0.474000000180144
13.578,0.6720000016052089,0.4720000001801451
13.58,0.6700000016052082,0.4700000001801444
13.582,0.6680000016052076,0.4680000001801438
13.584,0.6660000016052087,0.4660000001801449
13.586,0.664000001605208,0.4640000001801442
13.588,0.6620000016052091,0.4620000001801453
13.59,0.6600000016052084,0.4600000001801446
13.592,0.6580000016052078,0.458000000180144
13.594,0.6560000016052089,0.4560000001801451
13.596,0.6540000016052082,0.4540000001801444
13.598,0.6520000016052075,0.4520000001801437
13.6,0.6500000016052087,0.4500000001801449
13.602,0.648000001605208,0.4480000001801442
13.604,0.6460000016052091,0.4460000001801453
13.606,0.6440000016052084,0.4440000001801446
13.608,0.6420000016052078,0.442000000180144
13.61,0.6400000016052089,0.4400000001801451
13.612,0.6380000016052082,0.4380000001801444
13.614,0.6360000016052075,0.4360000001801437
13.616,0.6340000016052086,0.4340000001801448
13.618,0.632000001605208,0.4320000001801442
13.62,0.6300000016052091,0.4300000001801453
13.622,0.6280000016052084,0.4280000001801446
13.624,0.6260000016052077,0.4260000001801439
13.626,0.6240000016052089,0.4240000001801451
13.628,0.6220000016052082,0.4220000001801444
13.63,0.6200000016052075,0.4200000001801437
13.632,0.6180000016052086,0.4180000001801448
13.634,0.616000001605208,0.4160000001801442
13.636,0.6140000016052091,0.4140000001801453
13.638,0.6120000016052084,0.4120000001801446
13.64,0.6100000016052113,0.4100000001801475
13.64,0.6100000016052113,0.4100000001801475
13.64,0.6100000016052077,0.4100000001801439
13.642,0.6080000016052128,0.4080000001801491
13.644,0.6060000016052121,0.4060000001801483
13.646,0.6040000016052112,0.4040000001801474
13.648,0.6020000016052123,0.4020000001801485
13.65,0.6000000016052116,0.4000000001801478
13.652,0.5980000016052122,0.3980000001801484
13.654,0.5960000016052115,0.3960000001801477
13.656,0.5940000016052108,0.394000000180147
13.658,0.5920000016052119,0.3920000001801481
13.66,0.5900000016052113,0.3900000001801475
13.662,0.5880000016052113,0.3880000001801475
13.664,0.5860000016052124,0.3860000001801486
13.666,0.5840000016052117,0.384000000180148
13.668,0.5820000016052128,0.3820000001801491
