"time","down.sawtooth","up.sawtooth"
4.840000000000001,0.6800000005520429,-3.840000000000002
4.842,0.6780000005520445,-3.842
4.844,0.6760000005520435,-3.844000000000001
4.846,0.6740000005520439,-3.846000000000001
4.848,0.6720000005520441,-3.848000000000001
4.85,0.6700000005520443,-3.850000000000001
4.852,0.6680000005520441,-3.852000000000001
4.854,0.6660000005520443,-3.854000000000001
4.856,0.6640000005520446,-3.856
4.858,0.6620000005520448,-3.858
4.86,0.6600000005520441,-3.860000000000001
4.862,0.6580000005520443,-3.862000000000001
4.864,0.6560000005520444,-3.864
4.866,0.6540000005520447,-3.866
4.868,0.652000000552044,-3.868000000000001
4.87,0.6500000005520442,-3.870000000000001
4.872,0.6480000005520444,-3.872
4.874,0.6460000005520447,-3.874
4.876,0.644000000552044,-3.876000000000001
4.878,0.6420000005520442,-3.878000000000001
4.88,0.6400000005520444,-3.88
4.882,0.6380000005520446,-3.882
4.884,0.636000000552044,-3.884000000000001
4.886,0.6340000005520441,-3.886000000000001
4.888,0.6320000005520443,-3.888
4.89,0.6300000005520445,-3.89
4.892,0.6280000005520439,-3.892000000000001
4.894,0.6260000005520441,-3.894000000000001
4.896,0.6240000005520443,-3.896
4.898,0.6220000005520445,-3.898
4.9,0.6200000005520439,-3.900000000000001
4.902,0.6180000005520441,-3.902000000000001
4.904,0.6160000005520443,-3.904
4.906,0.6140000005520445,-3.906
4.908,0.6120000005520438,-3.908000000000001
4.91,0.6100000005520441,-3.910000000000001
4.912,0.6080000005520443,-3.912
4.914,0.6060000005520445,-3.914
4.916,0.6040000005520438,-3.916000000000001
4.918,0.6020000005520441,-3.918000000000001
4.92,0.6000000005520443,-3.92
4.922,0.5980000005520445,-3.922
4.924,0.5960000005520438,-3.924000000000001
4.926,0.594000000552044,-3.926000000000001
4.928,0.5920000005520443,-3.928
4.93,0.5900000005520445,-3.93
4.932,0.5880000005520436,-3.932000000000001
4.934,0.5860000005520438,-3.934000000000001
4.936,0.584000000552044,-3.936000000000001
4.938,0.5820000005520443,-3.938000000000001
4.94,0.5800000005520436,-3.940000000000001
4.942,0.5780000005520438,-3.942000000000001
4.944,0.576000000552044,-3.944000000000001
4.946,0.5740000005520443,-3.946000000000001
4.948,0.5720000005520436,-3.948000000000001
4.95,0.5700000005520438,-3.950000000000001
4.952,0.568000000552044,-3.952000000000001
4.954,0.5660000005520442,-3.954000000000001
4.956,0.5640000005520436,-3.956000000000001
4.958,0.5620000005520438,-3.958000000000001
4.96,0.560000000552044,-3.960000000000001
4.962,0.5580000005520442,-3.962000000000001
4.964,0.5560000005520436,-3.964000000000001
4.966,0.5540000005520438,-3.966000000000001
4.968,0.552000000552044,-3.968000000000001
4.97,0.5500000005520442,-3.970000000000001
4.972,0.5480000005520436,-3.972000000000001
4.974,0.5460000005520438,-3.974000000000001
4.976,0.544000000552044,-3.976000000000001
4.978,0.5420000005520442,-3.978000000000001
4.98,0.5400000005520436,-3.980000000000001
4.982,0.5380000005520438,-3.982000000000001
4.984,0.536000000552044,-3.984000000000001
4.986,0.5340000005520442,-3.986000000000001
4.988,0.5320000005520436,-3.988000000000001
4.99,0.5300000005520438,-3.990000000000001
4.992,0.528000000552044,-3.992000000000001
4.994,0.5260000005520442,-3.994000000000001
4.996,0.5240000005520435,-3.996000000000001
4.998,0.5220000005520438,-3.998000000000001
5,0.520000000552044,-4.000000000000001
5.00000000060005,0.5199999999519942,-4.000000000600051
5.00000000060005,1,-4.000000000600051
5.002,0.9980000006000498,-4.002000000000001
5.004,0.99600000060005,-4.004
5.006,0.9940000006000493,-4.006000000000001
5.008,0.9920000006000497,-4.008000000000001
5.01,0.9900000006000499,-4.010000000000001
5.012,0.9880000006000501,-4.012
5.014,0.9860000006000496,-4.014000000000001
5.016,0.9840000006000498,-4.016000000000001
5.018,0.98200000060005,-4.018000000000001
5.02,0.9800000006000502,-4.02
5.022,0.9780000006000495,-4.022000000000001
5.024,0.9760000006000498,-4.024000000000001
5.026,0.97400000060005,-4.026000000000001
5.028,0.9720000006000505,-4.028
5.03,0.9700000006000499,-4.030000000000001
5.032,0.9680000006000501,-4.032000000000001
5.034,0.9660000006000503,-4.034000000000001
5.036,0.9640000006000505,-4.036
5.038,0.9620000006000499,-4.038000000000001
5.040000000000003,0.9600000006000474,-4.040000000000004
5.040000000000003,0.9600000006000474,-4.040000000000004
5.042,0.95800000060005,-4.042000000000001
5.044,0.9560000006000505,-4.044
5.046,0.9540000006000499,-4.046000000000001
5.048,0.95200000060005,-4.048000000000001
5.05,0.9500000006000502,-4.050000000000001
5.052,0.9480000006000504,-4.052
5.054,0.9460000006000495,-4.054000000000001
5.056,0.9440000006000497,-4.056000000000001
5.058,0.94200000060005,-4.058000000000001
5.06,0.9400000006000502,-4.06
5.062,0.9380000006000495,-4.062000000000001
5.064,0.9360000006000497,-4.064000000000001
5.066,0.93400000060005,-4.066000000000001
5.068,0.9320000006000505,-4.068000000000001
5.07,0.9300000006000498,-4.070000000000001
5.072,0.9280000006000501,-4.072000000000001
5.074,0.9260000006000503,-4.074000000000001
5.076,0.9240000006000505,-4.076000000000001
5.078,0.9220000006000498,-4.078000000000001
5.08,0.92000000060005,-4.080000000000001
5.082,0.9180000006000503,-4.082000000000001
5.084,0.9160000006000505,-4.084000000000001
5.086,0.9140000006000498,-4.086000000000001
5.088,0.91200000060005,-4.088000000000001
5.09,0.9100000006000503,-4.090000000000001
5.092,0.9080000006000505,-4.092000000000001
5.094,0.9060000006000498,-4.094000000000001
5.096,0.9040000006000499,-4.096000000000001
5.098,0.9020000006000501,-4.098000000000001
5.1,0.9000000006000504,-4.100000000000001
5.102,0.8980000006000497,-4.102000000000001
5.104,0.8960000006000499,-4.104000000000001
5.106,0.8940000006000501,-4.106000000000001
5.108,0.8920000006000504,-4.108000000000001
5.11,0.8900000006000497,-4.110000000000001
5.112,0.8880000006000499,-4.112000000000001
5.114,0.8860000006000501,-4.114000000000001
5.116,0.8840000006000504,-4.116000000000001
5.118,0.8820000006000497,-4.118000000000001
5.12,0.8800000006000499,-4.120000000000001
5.122,0.8780000006000501,-4.122000000000001
5.124,0.8760000006000503,-4.124000000000001
5.126,0.8740000006000497,-4.126000000000001
5.128,0.8720000006000499,-4.128000000000001
5.13,0.8700000006000501,-4.130000000000001
5.132,0.8680000006000503,-4.132000000000001
5.134,0.8660000006000497,-4.134000000000001
5.136,0.8640000006000499,-4.136000000000001
5.138,0.8620000006000501,-4.138000000000001
5.14,0.8600000006000503,-4.140000000000001
5.142,0.8580000006000497,-4.142000000000001
5.144,0.8560000006000499,-4.144000000000001
5.146,0.8540000006000501,-4.146000000000001
5.148,0.8520000006000503,-4.148000000000001
5.15,0.8500000006000493,-4.150000000000001
5.152,0.8480000006000495,-4.152000000000001
5.154,0.8460000006000498,-4.154000000000001
5.156,0.84400000060005,-4.156000000000001
5.158,0.8420000006000493,-4.158000000000001
5.16,0.8400000006000495,-4.160000000000001
5.162,0.8380000006000498,-4.162000000000001
5.164,0.83600000060005,-4.164000000000001
5.166,0.8340000006000493,-4.166000000000001
5.168,0.8320000006000495,-4.168000000000001
5.17,0.8300000006000497,-4.170000000000001
5.172,0.82800000060005,-4.172000000000001
5.174,0.8260000006000493,-4.174000000000001
5.176,0.8240000006000495,-4.176000000000001
5.178,0.8220000006000497,-4.178000000000001
5.18,0.82000000060005,-4.180000000000001
5.182,0.8180000006000493,-4.182000000000001
5.184,0.8160000006000495,-4.184000000000001
5.186,0.8140000006000497,-4.186000000000001
5.188,0.81200000060005,-4.188000000000001
5.19,0.8100000006000493,-4.190000000000001
5.192,0.8080000006000495,-4.192000000000001
5.194,0.8060000006000497,-4.194000000000001
5.196,0.8040000006000499,-4.196000000000001
5.198,0.8020000006000493,-4.198000000000001
5.2,0.8000000006000495,-4.200000000000001
5.200000000140089,0.8000000004599607,-4.20000000014009
5.200000000140089,0.8000000004599607,-4.20000000014009
5.202,0.7980000006000499,-4.202000000000001
5.204,0.7960000006000502,-4.204000000000001
5.206,0.7940000006000495,-4.206000000000001
5.208,0.7920000006000496,-4.208000000000001
5.21,0.7900000006000498,-4.210000000000001
5.212,0.78800000060005,-4.212000000000001
5.214,0.7860000006000494,-4.214000000000001
5.216,0.7840000006000495,-4.216000000000001
5.218,0.7820000006000497,-4.218000000000001
5.22,0.7800000006000499,-4.220000000000001
5.222,0.7780000006000493,-4.222000000000001
5.224,0.7760000006000495,-4.224000000000001
5.226,0.7740000006000497,-4.226000000000001
5.228,0.7720000006000499,-4.228000000000001
5.23,0.770000000600049,-4.230000000000001
5.232,0.7680000006000492,-4.232000000000001
5.234,0.7660000006000495,-4.234000000000001
5.236,0.7640000006000497,-4.236000000000001
5.238,0.762000000600049,-4.238000000000001
5.24,0.7600000006000492,-4.240000000000001
5.242,0.7580000006000495,-4.242000000000001
5.244,0.7560000006000497,-4.244000000000001
5.246,0.754000000600049,-4.246000000000001
5.248,0.7520000006000492,-4.248000000000001
5.25,0.7500000006000495,-4.250000000000001
5.252,0.7480000006000497,-4.252000000000001
5.254,0.7460000006000499,-4.254
5.256,0.7440000006000492,-4.256000000000001
5.258,0.7420000006000494,-4.258000000000001
5.26,0.7400000006000501,-4.26
5.262,0.7380000006000503,-4.262
5.264,0.7360000006000497,-4.264
5.266,0.7340000006000499,-4.266
5.268,0.7320000006000501,-4.268
5.27,0.7300000006000503,-4.27
5.272,0.7280000006000497,-4.272
5.274,0.7260000006000499,-4.274
5.276,0.7240000006000501,-4.276
5.278,0.7220000006000503,-4.278
5.280000000000001,0.7200000006000488,-4.280000000000001
5.280000000000001,0.7200000006000488,-4.280000000000001
5.282,0.7180000006000499,-4.282
5.284,0.71600000060005,-4.284
5.286,0.7140000006000501,-4.286
5.288,0.7120000006000494,-4.288
5.29,0.7100000006000496,-4.29
5.292,0.7080000006000496,-4.292
5.294,0.7060000006000499,-4.294
5.296,0.7040000006000492,-4.296
5.298,0.7020000006000494,-4.298
5.3,0.7000000006000496,-4.3
5.302,0.6980000006000499,-4.302
5.304,0.6960000006000495,-4.304
5.306,0.6940000006000497,-4.306
5.308,0.69200000060005,-4.308
5.31,0.6900000006000502,-4.31
5.312,0.6880000006000495,-4.312
5.314,0.6860000006000497,-4.314
5.316,0.68400000060005,-4.316
5.318,0.6820000006000502,-4.318
5.32,0.6800000006000495,-4.32
5.322,0.6780000006000497,-4.322
5.324,0.6760000006000499,-4.324
5.326,0.6740000006000499,-4.326
5.328,0.6720000006000493,-4.328
5.33,0.6700000006000495,-4.33
5.332,0.6680000006000497,-4.332
5.334,0.6660000006000499,-4.334
5.336,0.6640000006000493,-4.336
5.338,0.6620000006000495,-4.338
5.34,0.6600000006000497,-4.34
5.342,0.6580000006000499,-4.342
5.344,0.6560000006000493,-4.344
5.346,0.6540000006000495,-4.346
5.348,0.6520000006000497,-4.348
5.35,0.6500000006000499,-4.35
5.352,0.6480000006000493,-4.352
5.354,0.6460000006000495,-4.354
5.356,0.6440000006000497,-4.356
5.358,0.6420000006000499,-4.358
5.36,0.6400000006000492,-4.36
5.362,0.6380000006000495,-4.362
5.364,0.6360000006000497,-4.364
5.366,0.6340000006000499,-4.366
5.368,0.6320000006000492,-4.368
5.37,0.6300000006000491,-4.37
5.372,0.6280000006000493,-4.372
5.374,0.6260000006000496,-4.374
5.376,0.6240000006000489,-4.376
5.378,0.6220000006000491,-4.378
5.38,0.6200000006000493,-4.38
5.382,0.6180000006000496,-4.382
5.384,0.6160000006000489,-4.384
5.386,0.6140000006000491,-4.386
5.388,0.6120000006000493,-4.388
5.39,0.6100000006000496,-4.39
5.392,0.6080000006000489,-4.392
5.394,0.6060000006000491,-4.394
5.396,0.6040000006000493,-4.396
5.398,0.6020000006000495,-4.398
5.4,0.6000000006000489,-4.4
5.4,0.6000000006000489,-4.4
5.402,0.5980000006000494,-4.402
5.404,0.5960000006000493,-4.404
5.406,0.5940000006000495,-4.406
5.408,0.5920000006000491,-4.408
5.41,0.5900000006000493,-4.41
5.412,0.5880000006000495,-4.412
5.414,0.5860000006000494,-4.414
5.416,0.5840000006000488,-4.416
5.418,0.582000000600049,-4.418
5.42,0.5800000006000492,-4.42
5.422,0.5780000006000494,-4.422
5.424,0.5760000006000487,-4.424
5.426,0.5740000006000492,-4.426
5.428,0.5720000006000494,-4.428
5.43,0.5700000006000496,-4.43
5.432,0.568000000600049,-4.432
5.434,0.5660000006000492,-4.434
5.436,0.5640000006000494,-4.436
5.438,0.5620000006000496,-4.438
5.44,0.560000000600049,-4.44
5.442,0.5580000006000492,-4.442
5.444,0.5560000006000494,-4.444
5.446,0.5540000006000496,-4.446
5.448,0.5520000006000489,-4.448
5.45,0.5500000006000495,-4.45
5.452,0.5480000006000497,-4.452
5.454,0.5460000006000499,-4.454
5.456,0.5440000006000493,-4.456
5.458,0.5420000006000495,-4.458
5.46,0.5400000006000497,-4.46
5.462,0.5380000006000499,-4.462
5.464,0.5360000006000493,-4.464
5.466,0.5340000006000495,-4.466
5.468,0.5320000006000497,-4.468
5.47,0.5300000006000499,-4.47
5.472,0.5280000006000493,-4.472
5.474,0.5260000006000495,-4.474
5.476,0.5240000006000497,-4.476
5.478,0.5220000006000499,-4.478
5.48,0.5200000006000493,-4.48
5.480000000648027,0.5199999999520227,-4.480000000648027
5.480000000648027,1,-4.480000000648027
5.482,0.9980000006480271,-4.482
5.484,0.996000000648027,-4.484
5.486,0.9940000006480272,-4.486
5.488,0.9920000006480268,-4.488
5.49,0.9900000006480271,-4.49
5.492,0.9880000006480273,-4.492
5.494,0.9860000006480272,-4.494
5.496,0.9840000006480265,-4.496
5.498,0.9820000006480267,-4.498
5.5,0.9800000006480269,-4.5
5.502,0.9780000006480272,-4.502
5.504,0.9760000006480274,-4.504
5.506,0.9740000006480267,-4.506
5.508,0.9720000006480273,-4.508
5.51,0.9700000006480275,-4.51
5.512,0.9680000006480277,-4.512
5.514,0.966000000648027,-4.514
5.516,0.9640000006480273,-4.516
5.518,0.9620000006480275,-4.518
5.520000000000003,0.9600000006480242,-4.520000000000003
5.520000000000003,0.9600000006480242,-4.520000000000003
5.522,0.9580000006480268,-4.522
5.524,0.956000000648027,-4.524
5.526,0.9540000006480273,-4.526
5.528,0.9520000006480275,-4.528
5.53,0.9500000006480268,-4.53
5.532,0.948000000648027,-4.532
5.534,0.9460000006480274,-4.534
5.536,0.9440000006480276,-4.536
5.538,0.9420000006480269,-4.538
5.54,0.9400000006480271,-4.54
5.542,0.9380000006480274,-4.542
5.544,0.9360000006480276,-4.544
5.546,0.9340000006480269,-4.546
5.548,0.9320000006480272,-4.548
5.55,0.9300000006480275,-4.55
5.552,0.9280000006480277,-4.552
5.554,0.926000000648027,-4.554
5.556,0.9240000006480272,-4.556
5.558,0.9220000006480275,-4.558
5.56,0.9200000006480277,-4.56
5.562,0.918000000648027,-4.562
5.564,0.9160000006480272,-4.564
5.566,0.9140000006480274,-4.566
5.568,0.9120000006480277,-4.568
5.57,0.910000000648027,-4.57
5.572,0.9080000006480272,-4.572
5.574,0.9060000006480274,-4.574
5.576,0.9040000006480279,-4.576
5.578,0.9020000006480272,-4.578
5.58,0.9000000006480274,-4.58
5.582,0.8980000006480277,-4.582
5.584,0.8960000006480279,-4.584
5.586,0.8940000006480272,-4.586
5.588,0.8920000006480274,-4.588
5.59,0.8900000006480276,-4.59
5.592,0.8880000006480279,-4.592
5.594,0.8860000006480272,-4.594
5.596,0.8840000006480274,-4.596
5.598,0.8820000006480276,-4.598
5.6,0.8800000006480279,-4.6
5.602,0.8780000006480272,-4.602
5.604,0.8760000006480274,-4.604
5.606,0.8740000006480276,-4.606
5.608,0.8720000006480279,-4.608
5.61,0.8700000006480272,-4.61
5.612,0.8680000006480274,-4.612
5.614,0.8660000006480276,-4.614
5.616,0.8640000006480278,-4.616
5.618,0.8620000006480272,-4.618
5.62,0.8600000006480274,-4.62
5.622,0.8580000006480276,-4.622
5.624,0.8560000006480278,-4.624
5.626,0.8540000006480272,-4.626
5.628,0.8520000006480274,-4.628
5.63,0.8500000006480276,-4.63
5.632,0.8480000006480275,-4.632
5.634,0.8460000006480268,-4.634
5.636,0.844000000648027,-4.636
5.638,0.8420000006480273,-4.638
5.64,0.8400000006480275,-4.64
5.642,0.8380000006480268,-4.642
5.644,0.836000000648027,-4.644
5.646,0.8340000006480273,-4.646
5.648,0.8320000006480275,-4.648
5.65,0.8300000006480268,-4.65
5.652,0.828000000648027,-4.652
5.654,0.8260000006480273,-4.654
5.656,0.8240000006480275,-4.656
5.658,0.8220000006480268,-4.658
5.66,0.820000000648027,-4.66
5.662,0.8180000006480272,-4.662
5.664,0.8160000006480275,-4.664
5.666,0.8140000006480268,-4.666
5.668,0.812000000648027,-4.668
5.67,0.8100000006480272,-4.67
5.672,0.8080000006480275,-4.672
5.674,0.8060000006480268,-4.674
5.676,0.804000000648027,-4.676
5.678,0.8020000006480272,-4.678
5.68,0.8000000006480275,-4.68
5.680000000140084,0.8000000005079431,-4.680000000140084
5.680000000140084,0.8000000005079431,-4.680000000140084
5.682,0.7980000006480267,-4.682
5.684,0.7960000006480271,-4.684
5.686,0.7940000006480273,-4.686
5.688,0.7920000006480271,-4.688
5.69,0.7900000006480264,-4.69
5.692,0.7880000006480267,-4.692
5.694,0.7860000006480269,-4.694
5.696,0.7840000006480271,-4.696
5.698,0.7820000006480264,-4.698
5.7,0.7800000006480267,-4.7
5.702,0.7780000006480269,-4.702
5.704,0.7760000006480271,-4.704
5.706,0.7740000006480264,-4.706
5.708,0.7720000006480267,-4.708
5.71,0.770000000648027,-4.71
5.712,0.7680000006480272,-4.712
5.714,0.7660000006480265,-4.714
5.716,0.7640000006480268,-4.716
5.718,0.762000000648027,-4.718
5.720000000000002,0.7600000006480254,-4.720000000000002
5.720000000000002,0.7600000006480254,-4.720000000000002
5.722,0.7580000006480268,-4.722
5.724,0.7560000006480273,-4.724
5.726,0.7540000006480274,-4.726
5.728,0.7520000006480276,-4.728
5.73,0.750000000648027,-4.73
5.732,0.7480000006480269,-4.732
5.734,0.7460000006480271,-4.734
5.736,0.7440000006480273,-4.736
5.738,0.7420000006480266,-4.738
5.74,0.7400000006480268,-4.74
5.742,0.7380000006480271,-4.742
5.744,0.7360000006480275,-4.744
5.746,0.7340000006480268,-4.746
5.748,0.7320000006480271,-4.748
5.75,0.7300000006480273,-4.75
5.752,0.7280000006480275,-4.752
5.754,0.7260000006480277,-4.754
5.756,0.7240000006480271,-4.756
5.758,0.7220000006480273,-4.758
5.760000000000003,0.7200000006480239,-4.760000000000003
5.760000000000003,0.7200000006480239,-4.760000000000003
5.762,0.7180000006480277,-4.762
5.764,0.716000000648027,-4.764
5.766,0.7140000006480274,-4.766
5.768,0.7120000006480276,-4.768
5.77,0.7100000006480278,-4.77
5.772,0.7080000006480273,-4.772
5.774,0.7060000006480275,-4.774
5.776,0.7040000006480277,-4.776
5.778,0.7020000006480279,-4.778
5.78,0.7000000006480273,-4.78
5.782,0.6980000006480275,-4.782
5.784,0.6960000006480279,-4.784
5.786,0.6940000006480281,-4.786
5.788,0.6920000006480275,-4.788
5.79,0.6900000006480277,-4.79
5.792,0.6880000006480279,-4.792
5.794,0.6860000006480281,-4.794
5.796,0.6840000006480275,-4.796
5.798,0.6820000006480277,-4.798
5.8,0.6800000006480279,-4.8
5.802,0.6780000006480281,-4.802
5.804,0.6760000006480275,-4.804
5.806,0.6740000006480277,-4.806
5.808,0.6720000006480275,-4.808
5.81,0.6700000006480277,-4.81
5.812,0.668000000648027,-4.812
5.814,0.6660000006480272,-4.814
5.816,0.6640000006480274,-4.816
5.818,0.6620000006480277,-4.818
5.82,0.660000000648027,-4.82
5.822,0.6580000006480272,-4.822
5.824,0.6560000006480274,-4.824
5.826,0.6540000006480277,-4.826
5.828,0.652000000648027,-4.828
5.83,0.6500000006480272,-4.83
5.832,0.6480000006480274,-4.832
5.834,0.6460000006480277,-4.834
5.836,0.644000000648027,-4.836
5.838,0.6420000006480272,-4.838
5.84,0.6400000006480274,-4.84
5.842,0.6380000006480276,-4.842
5.844,0.636000000648027,-4.844
5.846,0.6340000006480272,-4.846
5.848,0.6320000006480274,-4.848
5.85,0.6300000006480276,-4.85
5.852,0.628000000648027,-4.852
5.854,0.6260000006480272,-4.854
5.856,0.6240000006480274,-4.856
5.858,0.6220000006480276,-4.858
5.86,0.620000000648027,-4.86
5.862,0.6180000006480272,-4.862
5.864,0.6160000006480274,-4.864
5.866,0.6140000006480276,-4.866
5.868,0.612000000648027,-4.868
5.87,0.6100000006480272,-4.87
5.872,0.6080000006480274,-4.872
5.874,0.6060000006480276,-4.874
5.876,0.6040000006480269,-4.876
5.878,0.6020000006480272,-4.878
5.88,0.6000000006480274,-4.88
5.882,0.5980000006480276,-4.882
5.884,0.5960000006480269,-4.884
5.886,0.5940000006480272,-4.886
5.888,0.5920000006480274,-4.888
5.89,0.5900000006480276,-4.89
5.892,0.5880000006480269,-4.892
5.894,0.5860000006480272,-4.894
5.896,0.5840000006480274,-4.896
5.898,0.5820000006480276,-4.898
5.9,0.5800000006480269,-4.9
5.902,0.5780000006480271,-4.902
5.904,0.5760000006480274,-4.904
5.906,0.5740000006480276,-4.906
5.908,0.5720000006480269,-4.908
5.91,0.5700000006480271,-4.91
5.912,0.5680000006480274,-4.912
5.914,0.5660000006480276,-4.914
5.916,0.5640000006480269,-4.916
5.918,0.5620000006480271,-4.918
5.92,0.5600000006480274,-4.92
5.920000000692022,0.5599999999560049,-4.920000000692022
5.920000000692022,1,-4.920000000692022
5.922,0.9980000006920233,-4.922
5.924,0.9960000006920225,-4.924
5.926,0.9940000006920228,-4.926
5.928,0.9920000006920228,-4.928
5.93,0.990000000692023,-4.93
5.932,0.9880000006920223,-4.932
5.934,0.9860000006920222,-4.934
5.936,0.9840000006920224,-4.936
5.938,0.9820000006920226,-4.938
5.94,0.980000000692022,-4.94
5.942,0.9780000006920222,-4.942
5.944,0.9760000006920224,-4.944
5.946,0.9740000006920226,-4.946
5.948,0.9720000006920221,-4.948
5.95,0.9700000006920223,-4.95
5.952,0.9680000006920225,-4.952
5.954,0.9660000006920227,-4.954
5.956,0.9640000006920221,-4.956
5.958,0.9620000006920223,-4.958
5.96,0.9600000006920225,-4.96
5.962,0.9580000006920227,-4.962
5.964,0.9560000006920221,-4.964
5.966,0.9540000006920223,-4.966
5.968,0.9520000006920225,-4.968
5.97,0.9500000006920227,-4.97
5.972,0.9480000006920221,-4.972
5.974,0.9460000006920226,-4.974
5.976,0.9440000006920228,-4.976
5.978,0.9420000006920231,-4.978
5.98,0.9400000006920224,-4.98
5.982,0.9380000006920226,-4.982
5.984,0.9360000006920228,-4.984
5.986,0.934000000692023,-4.986
5.988,0.9320000006920224,-4.988
5.99,0.9300000006920226,-4.99
5.992,0.9280000006920228,-4.992
5.994,0.926000000692023,-4.994
5.996,0.9240000006920224,-4.996
5.998,0.9220000006920226,-4.998
6.000000000000004,0.9200000006920193,-5.000000000000004
6.000000000000004,0.9200000006920193,-5.000000000000004
6.002,0.9180000006920235,-5.002
6.004,0.9160000006920235,-5.004
6.006,0.9140000006920228,-5.006
6.008,0.9120000006920227,-5.008
6.01,0.9100000006920229,-5.01
6.012,0.9080000006920231,-5.012
6.014,0.9060000006920225,-5.014
6.016,0.9040000006920228,-5.016
6.018,0.902000000692023,-5.018
6.02,0.9000000006920232,-5.02
6.022,0.8980000006920226,-5.022
6.024,0.8960000006920228,-5.024
6.026,0.894000000692023,-5.026
6.028,0.8920000006920232,-5.028
6.03,0.8900000006920229,-5.03
6.032,0.8880000006920231,-5.032
6.034,0.8860000006920233,-5.034
6.036,0.8840000006920236,-5.036
6.038,0.8820000006920229,-5.038
6.04,0.8800000006920231,-5.04
6.042,0.8780000006920233,-5.042
6.044,0.8760000006920236,-5.044
6.046,0.8740000006920229,-5.046
6.048,0.8720000006920231,-5.048
6.05,0.8700000006920233,-5.05
6.052,0.8680000006920235,-5.052
6.054,0.8660000006920229,-5.054
6.056,0.8640000006920231,-5.056
6.058,0.862000000692023,-5.058
6.06,0.8600000006920232,-5.06
6.062,0.8580000006920225,-5.062
6.064,0.8560000006920228,-5.064
6.066,0.854000000692023,-5.066
6.068,0.8520000006920232,-5.068
6.07,0.8500000006920225,-5.07
6.072,0.8480000006920227,-5.072
6.074,0.846000000692023,-5.074
6.076,0.8440000006920232,-5.076
6.078,0.8420000006920225,-5.078
6.08,0.8400000006920227,-5.08
6.082,0.838000000692023,-5.082
6.084,0.8360000006920232,-5.084
6.086,0.8340000006920225,-5.086
6.088,0.8320000006920227,-5.088
6.09,0.830000000692023,-5.09
6.092,0.8280000006920232,-5.092
6.094,0.8260000006920225,-5.094
6.096,0.8240000006920227,-5.096
6.098,0.8220000006920229,-5.098
6.1,0.8200000006920232,-5.1
6.102,0.8180000006920225,-5.102
6.104,0.8160000006920227,-5.104
6.106,0.8140000006920229,-5.106
6.108,0.8120000006920232,-5.108
6.11,0.8100000006920225,-5.11
6.112,0.8080000006920227,-5.112
6.114,0.8060000006920232,-5.114
6.116,0.8040000006920234,-5.116
6.118,0.8020000006920227,-5.118
6.12,0.8000000006920229,-5.12
6.120000000140078,0.8000000005519448,-5.120000000140078
6.120000000140078,0.8000000005519448,-5.120000000140078
6.122,0.7980000006920228,-5.122
6.124,0.7960000006920234,-5.124
6.126,0.7940000006920227,-5.126
6.128,0.7920000006920227,-5.128
6.13,0.7900000006920229,-5.13
6.132,0.7880000006920231,-5.132
6.134,0.7860000006920225,-5.134
6.136,0.7840000006920224,-5.136
6.138,0.7820000006920226,-5.138
6.14,0.7800000006920228,-5.14
6.142,0.7780000006920221,-5.142
6.144,0.7760000006920224,-5.144
6.146,0.7740000006920226,-5.146
6.148,0.7720000006920228,-5.148
6.15,0.7700000006920222,-5.15
6.152,0.7680000006920225,-5.152
6.154,0.7660000006920227,-5.154
6.156,0.7640000006920229,-5.156
6.158,0.7620000006920222,-5.158
6.160000000000002,0.7600000006920207,-5.160000000000002
6.160000000000002,0.7600000006920207,-5.160000000000002
6.162,0.7580000006920232,-5.162
6.164,0.7560000006920232,-5.164
6.166,0.7540000006920222,-5.166
6.168,0.7520000006920224,-5.168
6.17,0.7500000006920227,-5.17
6.172,0.7480000006920231,-5.172
6.174,0.7460000006920224,-5.174
6.176,0.7440000006920227,-5.176
6.178,0.7420000006920229,-5.178
6.18,0.7400000006920231,-5.18
6.182,0.7380000006920224,-5.182
6.184,0.736000000692023,-5.184
6.186,0.7340000006920232,-5.186
6.188,0.7320000006920234,-5.188
6.19,0.7300000006920228,-5.19
6.192,0.728000000692023,-5.192
6.194,0.7260000006920232,-5.194
6.196,0.7240000006920234,-5.196
6.198,0.7220000006920227,-5.198
6.2,0.720000000692023,-5.2
6.202,0.7180000006920232,-5.202
6.204,0.7160000006920234,-5.204
6.206,0.7140000006920225,-5.206
6.208,0.7120000006920227,-5.208
6.21,0.710000000692023,-5.21
6.212,0.7080000006920232,-5.212
6.214,0.7060000006920225,-5.214
6.216,0.7040000006920227,-5.216
6.218,0.702000000692023,-5.218
6.22,0.7000000006920232,-5.22
6.222,0.6980000006920225,-5.222
6.224,0.6960000006920227,-5.224
6.226,0.6940000006920229,-5.226
6.228,0.6920000006920232,-5.228
6.23,0.6900000006920225,-5.23
6.232,0.6880000006920227,-5.232
6.234,0.6860000006920229,-5.234
6.236,0.6840000006920232,-5.236
6.238,0.6820000006920225,-5.238
6.240000000000004,0.6800000006920192,-5.240000000000004
6.240000000000004,0.6800000006920192,-5.240000000000004
6.242,0.6780000006920225,-5.242
6.244,0.676000000692023,-5.244
6.246,0.6740000006920221,-5.246
6.248,0.6720000006920224,-5.248
6.25,0.6700000006920226,-5.25
6.252,0.6680000006920233,-5.252
6.254,0.6660000006920235,-5.254
