"time","sAc.con.concentration","sNe.con.concentration","vNe.con.concentration","wNe.con.concentration","baro.broad.xbroad","blood.vessel.pressure","lung.resp.phase","lung.signal.activation","sNeRelease.inhibition_signal","sym.signal.activation","heart.contraction.T","baro.signal.activation","para.signal.activation"
0.018,0.4417017988006738,0.120411320735959,0.1202061231021714,0.1206314999660775,36.24552485917609,98.71910926956058,-0.02827056677027325,0.3620135586756271,62.09205276677268,19.62876075376495,1,36.24552485917609,62.09205276677268
0.019,0.4390380974259983,0.1204340635255712,0.1202175472114559,0.1206665000439418,36.18864482911117,98.64844517035465,-0.02984069973868089,0.3612588316629858,61.9943274481647,19.68120245161445,1,36.18864482911117,61.9943274481647
0.02,0.4364270601218358,0.1204567949466763,0.1202289684650752,0.120701491372896,36.13175905547934,98.57783306792734,-0.03141075907812829,0.3605044469803854,61.89664319524606,19.73362362357706,1,36.13175905547934,61.89664319524606
0.021,0.4338676722169725,0.1204795150049457,0.1202403868637419,0.1207364739551234,36.07489992662362,98.50727292271864,-0.03298074091465013,0.3597504064891953,61.79903688811023,19.78598750124149,1,36.07489992662362,61.79903688811023
0.022,0.4313590883385077,0.1205022237060305,0.1202518024081674,0.1207714477928037,36.0180894086128,98.43676469540034,-0.03455064137447227,0.3589967120499353,61.70153352547564,19.83826919752048,1,36.0180894086128,61.70153352547564
0.023,0.4289001219273332,0.1205249210556225,0.1202632150990657,0.1208064128881236,35.96134230099713,98.36630834617705,-0.0361204565840214,0.3582433655222717,61.60414993861619,19.89045199272011,1,35.96134230099713,61.60414993861619
0.024,0.4264897194943758,0.1205476070593978,0.1202746249371494,0.1208413692432674,35.90466851275603,98.29590383543518,-0.03769018266993454,0.3574903687650119,61.50689738677045,19.94252473913027,1,35.90466851275603,61.50689738677045
0.025,0.4241272079803554,0.1205702817229953,0.1202860319231303,0.120876316860415,35.84807463771249,98.2255511240385,-0.03925981575906861,0.3567377236361008,61.40978335313346,19.99448006503259,1,35.84807463771249,61.40978335313346
0.026,0.4218114451799798,0.1205929450520998,0.1202974360577215,0.1209112557417514,35.79156503579905,98.15525017226204,-0.04082935197851,0.3559854319926155,61.31281277714258,20.04631314241435,1,35.79156503579905,61.31281277714258
0.027,0.4195414431676315,0.1206155970523809,0.1203088373416356,0.1209461858894601,35.7351425696392,98.08500094057445,-0.0423987874555841,0.3552334956907605,61.21598889368985,20.09802084775578,1,35.7351425696392,61.21598889368985
0.028,0.4173164260104358,0.1206382377294878,0.1203202357755848,0.1209811073057226,35.67880910302534,98.01480338971852,-0.0439681183178649,0.3544819165858641,61.11931380089107,20.14960119426078,1,35.67880910302534,61.11931380089107
0.029,0.4151355198903314,0.1206608670890791,0.1203316313602813,0.1210160199927213,35.62256583630555,97.94465748031051,-0.0455373406931845,0.353730696532373,61.02278884198447,20.20105294995791,1,35.62256583630555,61.02278884198447
0.03,0.4129977331771758,0.1206834851368247,0.120343024096438,0.1210509239526397,35.56641353085484,97.87456317281419,-0.04710645070964266,0.352979837383848,60.92641486086046,20.25237538217042,1,35.56641353085484,60.92641486086046
0.031,0.4109022005221493,0.1207060918783796,0.1203544139847666,0.121085819187659,35.51035265859232,97.80452042788085,-0.04867544449561641,0.3522293409929594,60.83019237221926,20.3035680873583,1,35.51035265859232,60.83019237221926
0.032,0.4088482043648356,0.1207286873193767,0.1203658010259782,0.1211207056999569,35.45438350115248,97.73452920641368,-0.05024431817976956,0.3514792092114826,60.73412167440194,20.35463087828702,1,35.45438350115248,60.73412167440194
0.033,0.4068348470552799,0.1207512714654756,0.1203771852207848,0.1211555834917156,35.39850621541704,97.66458946900882,-0.05181306789106224,0.3507294438902929,60.63820292392835,20.40556370948923,1,35.39850621541704,60.63820292392835
0.034,0.4048613161723348,0.1207738443223233,0.120388566569898,0.1211904525651151,35.34272087665392,97.59470117640771,-0.05338168975876047,0.3499800468793619,60.54243618455188,20.45636662820983,1,35.34272087665392,60.54243618455188
0.035,0.4029268155503457,0.1207964058955644,0.1203999450740294,0.1212253129223349,35.28702750682089,97.52486428937958,-0.05495017991244575,0.3492310200277522,60.44682145943613,20.507039742229,1,35.28702750682089,60.44682145943613
0.036,0.4010305652791504,0.1208189561908412,0.1204113207338901,0.1212601645655542,35.23142609308361,97.45507876872131,-0.05651853448202452,0.348482365183613,60.35135871220158,20.5575831988152,1,35.23142609308361,60.35135871220158
0.037,0.39917180170408,0.1208414952137933,0.1204226935501913,0.1212950074969518,35.17591659989758,97.38534457525755,-0.05808674959773781,0.3477340841941758,60.25604788065417,20.60799717099638,1,35.17591659989758,60.25604788065417
0.038,0.3973498074952345,0.1208640229700512,0.1204340635236436,0.1213298417187048,35.12049897687128,97.31566166992238,-0.0596548213901707,0.3469861789057496,60.16088888571796,20.65828184862702,1,35.12049897687128,60.16088888571796
0.039,0.3955638649697406,0.1208865394652465,0.1204454306549578,0.1213646672329905,35.06517316387346,97.24603001363243,-0.06122274599026192,0.3462386511637163,60.065881637236,20.70843743258698,1,35.06517316387346,60.065881637236
0.04,0.39381325544124,0.1209090447050128,0.1204567949448446,0.1213994840419867,35.00993909434298,97.17644956728522,-0.06279051952931337,0.3454915028125263,59.971026037729,20.75846413102257,1,35.00993909434298,59.971026037729
0.041,0.3920972903907937,0.1209315386949778,0.1204681563940145,0.12143429214787,34.95479669742617,97.10692029184375,-0.06435813813899972,0.3447447356956939,59.87632198482233,20.8083621569193,1,34.95479669742617,59.87632198482233
0.042,0.3904152986020009,0.1209540214407668,0.1204795150031778,0.1214690915528166,34.89974589935633,97.03744214830159,-0.06592559795137785,0.3439983516557926,59.78176937281225,20.85813172653531,1,34.89974589935633,59.78176937281225
0.043,0.388766626160999,0.1209764929480021,0.1204908707730447,0.1215038822590024,34.84478662434336,96.96801509768291,-0.06749289509889651,0.343252352534451,59.68736809367629,20.90777305839077,1,34.84478662434336,59.68736809367629
0.044,0.3871506364564641,0.1209989532223036,0.1205022237043252,0.1215386642686026,34.78991879514717,96.89863910104245,-0.06906002571440578,0.3425067401723476,59.59311803772449,20.95728637261637,1,34.78991879514717,59.59311803772449
0.045,0.3855665729608141,0.1210214022692704,0.1205135737977271,0.1215734375837852,34.73514233344684,96.82931411959154,-0.07062698593116667,0.3417615164092069,59.49901909401905,21.00667189053336,1,34.73514233344684,59.49901909401905
0.046,0.3840138824870367,0.1210438400945236,0.1205249210539607,0.1216082022067272,34.68045716008209,96.76004011440121,-0.07219377188286059,0.3410166830837945,59.40507115064904,21.05592983437863,1,34.68045716008209,59.40507115064904
0.047,0.3824919680811069,0.1210662667036733,0.1205362654737355,0.1216429581396018,34.62586319520697,96.69081704662916,-0.07376037970359897,0.3402722420339125,59.31127409490554,21.1050604271292,1,34.62586319520697,59.31127409490554
0.048,0.3810002411355157,0.1210886821023259,0.1205476070577606,0.1216777053845814,34.57136035838658,96.62164487747182,-0.07532680552793272,0.3395281950963952,59.21762781339226,21.15406389239145,1,34.57136035838658,59.21762781339226
0.049,0.3795381285233468,0.1211110862960852,0.1205589458067449,0.121712443943838,34.51694856866087,96.55252356815795,-0.07689304549086184,0.3387845441071046,59.12413219209883,21.20294045432745,1,34.51694856866087,59.12413219209883
0.05,0.3781050725982763,0.1211334792905516,0.1205702817213971,0.1217471738195428,34.46262774458646,96.4834530799485,-0.07845909572784494,0.3380412909009253,59.03078711644908,21.25169033760644,1,34.46262774458646,59.03078711644908
0.051,0.3767004599424028,0.1211558610913218,0.1205816148024254,0.1217818950138657,34.40839780426518,96.41443337412966,-0.08002495237480871,0.3372984373117609,58.93759247133443,21.30031376737123,1,34.40839780426518,58.93759247133443
0.052,0.3753235078592509,0.1211782317039867,0.1205929450505369,0.1218166075289729,34.35425866536279,96.34546441200132,-0.08159061156815754,0.3365559851725288,58.84454814113601,21.34881096921571,1,34.35425866536279,58.84454814113601
0.053,0.3739738330753868,0.1212005911341401,0.1206042724664405,0.1218513113670361,34.3002102451218,96.27654615493398,-0.08315606944478302,0.3358139363151557,58.75165400974015,21.39718216916919,1,34.3002102451218,58.75165400974015
0.054,0.3726508966930029,0.1212229393873706,0.1206155970508439,0.1218860065302238,34.24625246037115,96.20767856431326,-0.08472132214207344,0.3350722925705736,58.6589099605503,21.44542759368412,1,34.24625246037115,58.6589099605503
0.055,0.3713541716307405,0.1212452764692635,0.1206269188044547,0.1219206930207039,34.19238522753439,96.1388616015567,-0.08628636579792337,0.3343310557687145,58.56631587649725,21.49354746962562,1,34.19238522753439,58.56631587649725
0.056,0.3700831426236898,0.1212676023854015,0.1206382377279804,0.1219553708406436,34.13860846263547,96.07009522811367,-0.08785119655074317,0.3335902277385067,58.47387164004666,21.54154202426374,1,34.13860846263547,58.47387164004666
0.057,0.3688373062233903,0.1212899171413639,0.1206495538221282,0.1219900399922097,34.08492208130381,96.0013794054655,-0.08941581053946852,0.3328498103078696,58.38157713320569,21.58941148526649,1,34.08492208130381,58.38157713320569
0.058,0.3676161317478783,0.1213122207427351,0.1206608670876059,0.1220247004775707,34.0313259987784,95.93271409506124,-0.09098020390356992,0.3321098053037097,58.28943223752861,21.63715608069398,1,34.0313259987784,58.28943223752861
0.059,0.3664191157384902,0.1213345131950933,0.1206721775251207,0.1220593522988935,33.97782012990986,95.86409925840719,-0.09254437278306224,0.3313702145519157,58.1974368341201,21.68477603899485,1,33.97782012990986,58.1974368341201
0.06,0.3652458054721845,0.1213567945040061,0.1206834851353791,0.1220939954583421,33.92440438916197,95.79553485710531,-0.09410831331851431,0.3306310398773543,58.10559080363783,21.73227158900342,1,33.92440438916197,58.10559080363783
0.061,0.3640957348671224,0.1213790646750433,0.1206947899190876,0.1221286299580814,33.8710786906166,95.72702085274817,-0.09567202165105829,0.3298922831038655,58.01389402629908,21.77964295993285,1,33.8710786906166,58.01389402629908
0.062,0.3629684488390933,0.1214013237137718,0.1207060918769526,0.1221632558002756,33.81784294797847,95.65855720695886,-0.09723549392239932,0.3291539460542584,57.92234638188692,21.82689038136857,1,33.81784294797847,57.92234638188692
0.063,0.3618635033015146,0.1214235716257556,0.1207173910096804,0.1221978729870887,33.76469707457894,95.590143881391,-0.09879872627482501,0.3284160305503059,57.83094774975548,21.87401408326287,1,33.76469707457894,57.83094774975548
0.064,0.3607804651654308,0.1214458084165561,0.1207286873179773,0.1222324815206837,33.71164098337937,95.52178083772876,-0.1003617148512149,0.3276785384127415,57.73969800883457,21.92101429592992,1,33.71164098337937,57.73969800883457
0.065,0.3597188283467866,0.121468034091742,0.1207399808025502,0.1222670814032275,33.65867458697395,95.45346803761275,-0.10192445579505,0.3269414714612535,57.64859703763385,21.96789125004136,1,33.65867458697395,57.64859703763385
0.066,0.3586782025305697,0.1214902486568666,0.1207512714641046,0.1223016726368812,33.60579779759079,95.38520544280658,-0.1034869452504225,0.3262048315144815,57.55764471424491,22.01464517662398,1,33.60579779759079,57.55764471424491
0.067,0.3576581865219006,0.1215124521174829,0.1207625593033462,0.1223362552238064,33.55301052709446,95.31699301508499,-0.1050491793620449,0.3254686203900112,57.46684091634508,22.06127630705559,1,33.55301052709446,57.46684091634508
0.068,0.3566583782613791,0.1215346444791425,0.1207738443209804,0.1223708291661648,33.5003126869904,95.24883071624292,-0.1066111542752599,0.3247328399043705,57.37618552120322,22.10778487305901,1,33.5003126869904,57.37618552120322
0.06900000000000001,0.3556783856416819,0.1215568257473947,0.1207851265177127,0.1224053944661175,33.44770418842898,95.18071850810479,-0.1081728661360496,0.3239974918730245,57.28567840568522,22.15417110669625,1,33.44770418842898,57.28567840568522
0.07000000000000001,0.3547178265075621,0.1215789959277857,0.1207964058942484,0.1224399511258251,33.39518494220837,95.11265635252477,-0.1097343110910453,0.3232625781103714,57.19531944625807,22.20043524036421,1,33.39518494220837,57.19531944625807
0.07099999999999999,0.353776313705393,0.121601155025859,0.1208076824512924,0.1224744991474478,33.3427548587779,95.04464421139093,-0.1112954852875367,0.322528100429738,57.10510851899454,22.24657750678973,1,33.3427548587779,57.10510851899454
0.07199999999999999,0.3528533871107926,0.1216233030471527,0.1208189561895495,0.1225090385331448,33.29041384824089,94.97668204664545,-0.1128563848734817,0.3217940606433747,57.01504549957721,22.29259813902528,1,33.29041384824089,57.01504549957721
0.073,0.3519487309297103,0.1216454399972063,0.1208302271097246,0.1225435692850753,33.23816182035883,94.90876982022051,-0.1144170059975157,0.3210604605624518,56.925130263304,22.33849737044311,1,33.23816182035883,56.925130263304
0.074,0.3510619806378094,0.121667565881555,0.1208414952125222,0.1225780914053979,33.18599868455412,94.84090749409518,-0.1159773448089614,0.3203273019970547,56.83536268509216,22.38427543473113,1,33.18599868455412,56.83536268509216
0.075,0.350192778287606,0.121689680705731,0.1208527604986467,0.1226126048962707,33.13392434991269,94.77309503027918,-0.1175373974578376,0.3195945867561791,56.74574263948198,22.42993256588877,1,33.13392434991269,56.74574263948198
0.076,0.3493407722914073,0.121711784475264,0.1208640229688023,0.1226471097598512,33.08193872518694,94.70533239081284,-0.1190971600948697,0.3188623166477272,56.65627000064103,22.4754689982226,1,33.08193872518694,56.65627000064103
0.077,0.3485056172042517,0.1217338771956808,0.120875282623693,0.1226816059982963,33.03004171879869,94.63761953776732,-0.1206566288714984,0.3181304934785025,56.56694464236821,22.52088496634195,1,33.03004171879869,56.56694464236821
0.078,0.3476869887217073,0.1217559588725027,0.1208865394640224,0.1227160936137612,32.97823323884236,94.56995643325884,-0.1222157999398894,0.3173991190542061,56.47776643809818,22.56618070515419,1,32.97823323884236,56.47776643809818
0.079,0.3468845706081854,0.1217780295112479,0.1208977934904936,0.1227505726084004,32.9265131930885,94.50234303943678,-0.1237746694529432,0.3166681951794316,56.38873526090614,22.61135644985976,1,32.9265131930885,56.38873526090614
0.08,0.3460980284196188,0.1218000891174358,0.1209090447038103,0.1227850429843699,32.87488148898746,94.43477931845902,-0.1253332335643043,0.315937723657661,56.2998509835128,22.65641243594686,1,32.87488148898746,56.2998509835128
0.081,0.3453270465815715,0.1218221376965809,0.1209202931046757,0.1228195047438238,32.82333803367217,94.36726523252734,-0.1268914884283704,0.3152077062912603,56.21111347828825,22.70134889918737,1,32.82333803367217,56.21111347828825
0.082,0.3445713156857619,0.1218441752541944,0.1209315386937928,0.122853957888916,32.77188273396094,94.29980074387554,-0.1284494302003029,0.3144781448814745,56.1225226172559,22.74616607563257,1,32.77188273396094,56.1225226172559
0.083,0.3438305323429253,0.1218662017957846,0.1209427814718642,0.1228884024217993,32.72051549636034,94.23238581476971,-0.130007055036035,0.3137490412284241,56.03407827209655,22.7908642016089,1,32.72051549636034,56.03407827209655
0.08400000000000001,0.3431043990356754,0.1218882173268569,0.1209540214395927,0.1229228383446263,32.66923622706811,94.16502040750828,-0.1315643590922825,0.3130203971310998,55.94578031415241,22.83544351371358,1,32.66923622706811,55.94578031415241
0.08500000000000001,0.3423926417055234,0.1219102218529178,0.1209652585976807,0.1229572656595495,32.61804483197645,94.09770448437662,-0.1331213385265524,0.3122922143873585,55.85762861443155,22.87990424880996,1,32.61804483197645,55.85762861443155
0.08599999999999999,0.3416949744161756,0.1219322153794665,0.1209764929468305,0.1229916843687201,32.5669412166736,94.03043800773754,-0.1346779894971526,0.3115644947939187,55.76962304361049,22.92424664402462,1,32.5669412166736,55.76962304361049
0.08699999999999999,0.3410111169630603,0.1219541979119992,0.1209877244877439,0.1230260944742886,32.51592528644638,93.96322093998586,-0.1362343081632017,0.3108372401463562,55.68176347203783,22.96847093674354,1,32.51592528644638,55.68176347203783
0.08799999999999999,0.3403407988748891,0.12197616945601,0.1209989532211228,0.123060495978405,32.46499694628383,93.89605324353786,-0.1377902906846381,0.3101104522390995,55.59404976973899,23.01257736460698,1,32.46499694628383,55.59404976973899
0.089,0.3396837555451079,0.1219981300169902,0.1210101791476687,0.1230948888832189,32.41415610088057,93.82893488084095,-0.1393459332222295,0.3093841328654255,55.50648180642081,23.05656616550472,1,32.41415610088057,55.50648180642081
0.09,0.3390397281298335,0.122020079600428,0.121021402268083,0.123129273190879,32.36340265463998,93.76186581437364,-0.1409012319375827,0.3086582838174551,55.41905945147592,23.10043757757138,1,32.36340265463998,55.41905945147592
0.091,0.3384084622428343,0.1220420182118097,0.121032622583067,0.1231636489035338,32.31273651167683,93.69484600663901,-0.1424561829931526,0.3079329068861487,55.3317825739863,23.14419183918263,1,32.31273651167683,55.3317825739863
