"time","blood.vessel.pressure","cNeAmount.con.concentration","lung.r","vNeAmount.con.concentration","baro.signal.activation","cNeEmit.trigger.activation","para.signal.activation","heart.tlast","symp.signal.activation"
0.016,103.202176705866,0.02480079785434433,0.5045714285714288,0.02639441501958968,1.282177195932157,0,0.06067217517885437,0,0
0.017,103.3751824913288,0.02478840055585241,0.5048571428571431,0.02648119610903313,1.281913923733218,0,0.06066148642199375,0,0
0.018,103.5452290921214,0.02477600945438678,0.5051428571428573,0.0265679338192926,1.281636954995438,0,0.06065023933712409,0,0
0.019,103.7123477557125,0.02476362454690669,0.5054285714285716,0.02665462817165316,1.28134642617646,0,0.06063843932886766,0,0
0.02,103.8765794914736,0.0247512458301625,0.5057142857142859,0.02674127918886255,1.281042673868686,0,0.06062609972723442,0,0
0.021,104.0379614562055,0.02473887330098697,0.5060000000000002,0.02682788689309124,1.280725962462763,0,0.06061323100309635,0,0
0.022,104.1965252772985,0.02472650695643603,0.5062857142857144,0.02691445130494781,1.280396450564227,0,0.06059983943828631,0,0
0.023,104.3522991897655,0.02471414679370248,0.5065714285714288,0.02700097244408265,1.280054233687997,0,0.06058592881630021,0,0
0.024,104.50532304762,0.02470179280951027,0.506857142857143,0.02708745033342809,1.27969964444024,0,0.06057151230949862,0,0
0.025,104.65563173759,0.0246894450007838,0.5071428571428573,0.0271738849945134,1.27933292074734,0,0.06055659934097418,0,0
